id,name,city,postalcode,lat,lon,type,accessible,payment,changing_table,water,description,municipality,source
391,"Havnen 3, Tejn",Allinge,3770.0,55.247711,14.837795,Handicap,1,Nej,Ja,Ja,"Placering: Tejn Havn, ved havnekontoret.
Åbningsperiode: hele året.
Åbningstider: hele døgnet.",Bornholm,FindToilet
713,Helligdomsvej 7B,Gudhjem,3760.0,55.206882,14.942262,Handicap,1,Nej,Ja,Ja,"Placering:  Rasteplads ved Bobbe bro
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
411,Helligdomsvej 8C,Gudhjem,3760.0,55.214902,14.928137,Handicap,1,Nej,Nej,Ja,"Placering: Rasteplads ved Stevelen i Rø.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
719,Hundsemyrevej 1A,Nexø,3730.0,55.026539,15.109829,Handicap,1,Nej,Ja,Ja,"Placering: Snogebæk
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
438,Jons Kapelvej 2B,Hasle,3790.0,55.231027,14.725519,Handicap,1,Nej,Nej,Ja,"Placering: Jons kapel.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
458,Kirkepladsen 2B,Åkirkeby,3720.0,55.070477,14.920519,Handicap,1,Nej,Nej,Ja,"Placering: ved Åkirkeby Grillen.
Åbningstider: Dørlås med ur. Fra 1. maj til 1. okt. kl. 7:00 - 22:00.
1.okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
721,Kirkevej 10D,Åkirkeby,3720.0,55.073191,14.814172,Handicap,1,Nej,Ja,Ja,"Placering: Nylars kirke
Regional cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
441,Klemens Storegade 2,Klemensker,3782.0,55.175204,14.804564,Handicap,1,Nej,Nej,Ved ikke,"Placering: Ved busholdeplads i Klemensker.
Åbningsperiode: hele året.",Bornholm,FindToilet
412,Klemenskervej 14,Gudhjem,3760.0,55.214014,14.892829,Handicap,1,Nej,Ja,Ja,"Placering: Rø busholdeplads
Regional cykelrute 23
Åbningsperiode: Åbent",Bornholm,FindToilet
443,Kæmpestranden 14,Allinge,3770.0,55.277768,14.803172,Handicap,1,Nej,Ja,Ja,"Placering: Allinge Havn ved Netto.
Åbningsperiode: hele året.",Bornholm,FindToilet
393,Laksetorvet 3,Rønne,3700.0,55.10426,14.6994,Handicap,1,Nej,Ja,Ja,"Placering: Gågaden.
Åbningsperiode: hele året.
Åbningstider: automatisk døråbning og dørlås med ur. 1. maj til 1. okt. kl. 7:00 - 22:00. Fra 1. okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
446,Lisegårdsvejen 2A,Nexø,3730.0,55.080459,15.100614,Handicap,1,Nej,Nej,Ja,"Placering: P-plads ved Lisegård, Paradisbakkerne.
Åbningsperiode: hele året.",Bornholm,FindToilet
418,Melstedvej 39A,Gudhjem,3760.0,55.194325,14.988011,Handicap,1,Nej,Ja,Ja,"Placering: Kobbe strand, Melsted
National cykelrute 10
Åbningsperiode: Åbent",Bornholm,FindToilet
715,Nordre Kystvej 19,Rønne,3700.0,55.103968,14.694745,Handicap,1,Nej,Ja,Ja,"Placering: Ndr. Kystvej/Nørrekås
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
426,Nybyvej 2A,Åkirkeby,3720.0,55.070286,14.919954,Handicap,1,Nej,Ja,Ja,"Placering: busholdeplads ved Kirkepladsen.
Åbningsperiode: hele året.
Åbningstider: Dørlås med ur. Fra 1. maj til 1. okt. kl. 7:00 - 22:00.
1. okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
714,Nyker hovedgade 31B,Rønne,3700.0,55.139925,14.765005,Handicap,1,Nej,Ja,Ja,"Placering Nyker busholdeplads
Regional cykelrute 23
Åbningsperiode:  Åbent",Bornholm,FindToilet
716,Nyker Strandvej 19B,Hasle,3790.0,55.152471,14.717665,Handicap,1,Nej,Ja,Ja,"Placering: Sorthat/Muleby
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
445,Oksemyrevejen 12,Svaneke,3740.0,55.093461,15.109122,Handicap,1,Nej,Nej,Ja,"Placering: P-plads ved Paradisbakkerne.
Åbningsperiode: lukket fra 1. nov. - 31. april.",Bornholm,FindToilet
717,Randkløvevej 38C,Østermarie,3751.0,55.174643,15.023333,Handicap,1,Nej,Ja,Ja,"Placering: Saltuna/Hvide hus
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
450,"Sandvejen 18, Østre Sømark",Åkirkeby,3720.0,54.998137,15.009446,Handicap,1,Nej,Nej,Ja,"Placering: P-plads ved Sandvejen, Østre Sømark.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
395,Sct. Mortensgade,Rønne,3700.0,55.102316,14.701956,Handicap,1,Nej,Ja,Ja,"Placering: P-plads i Kollagårrinj.
Åbningsperiode: hele året.
Åbningstider: automatisk døråbning. Dørlås med ur. Fra 1. maj til 1. okt. kl. 7:00 - 22:00. Fra 1. okt. til 1. maj kl. 7:00 til 19:00.",Bornholm,FindToilet
722,Segenvej 56,Åkirkeby,3720.0,55.123846,14.916572,Handicap,1,Nej,Ja,Ja,"Placering: Hareløkkerne/Almindingen
Regional cykelrute 22
Åbningsperiode:  Åbent",Bornholm,FindToilet
708,Slettevej 10B,Gudhjem,3760.0,55.214977,14.850772,Handicap,1,Nej,Ja,Ja,"Placering: Rutsker Højlyng
Regional cykelrute 26
Åbningsperiode:  Åbent",Bornholm,FindToilet
394,Snellemark 28B,Rønne,3700.0,55.101394,14.696989,Handicap,1,Nej,Ved ikke,Ja,"Placering: ved Rådhuskiosken, Snellemark.
Åbningsperiode: hele året.
Åbningstider: automatisk døråbning. Dørlås med ur + nødbelysning. Fra 1. maj til 1. okt. kl. 7:00 - 22:00. Fra 1. okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
397,Snorrebakken 6B,Rønne,3700.0,55.103203,14.727578,Handicap,1,Nej,Nej,Ja,"Placering: Rasteplads ved Snorrebakken.
Åbningsperiode: hele året.",Bornholm,FindToilet
427,"Strandstien 1B, Listed",Svaneke,3740.0,55.145745,15.110131,Handicap,1,Nej,Ja,Ja,"Placering: Listed Havn ved siden af Guldsmed Sebastian Frost.
Åbningsperiode:hele året.",Bornholm,FindToilet
419,"Strandvejen 4, Årsdale",Svaneke,3740.0,55.108537,15.143512,Handicap,1,Nej,Nej,Ja,"Placering: ved Årsdale havn/strand. Passagerly.
Åbningsperiode: hele året.",Bornholm,FindToilet
460,Sverigesvej 6,Allinge,3770.0,55.27921,14.800486,Handicap,1,Nej,Ja,Ja,"Placering: Allinge Havn.
Åbningsperiode: fra uge 19 til 42.",Bornholm,FindToilet
712,Sydskovvej,Svaneke,3740.0,55.128983,15.147828,Handicap,1,Nej,Ja,Ja,"Placering: Svaneke
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
461,"Sænevej 19, Hammerhavn",Allinge,3770.0,55.27939,14.755146,Handicap,1,Nej,Ved ikke,Ja,Placering: Ved siden af caféen ved Hammerhavn.,Bornholm,FindToilet
475,Søndre Landevej 18B,Åkirkeby,3720.0,55.055612,14.790119,Handicap,1,Nej,Ja,Ja,"Placering: rasteplads på Søndre Landevej.
Åbningsperiode: lukket fra 1. nov. -31. april.",Bornholm,FindToilet
474,Søndre Landevej 86A,Åkirkeby,3720.0,55.042816,14.846494,Handicap,1,Nej,Nej,Ja,"Placering: ved rastepladsen.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
409,Søndre Strandvej 144C,Gudhjem,3760.0,55.226864,14.884614,Handicap,1,Nej,Ja,Ja,"Placering: Rasteplads ved Døndalen i Rø.
Åbningsperiode: hele året.",Bornholm,FindToilet
437,Teglkåsvej 3,Hasle,3790.0,55.212122,14.707516,Handicap,1,Nej,Nej,Ja,"Placering: Helligpeder Havn.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
436,Teglkåsvej 64A,Hasle,3790.0,55.222799,14.712379,Handicap,1,Nej,Nej,Ja,"Placering: Teglkås Havn.
Åbningsperiode: hele året.",Bornholm,FindToilet
711,Toldbodvej 3,Nexø,3730.0,55.06218,15.133183,Handicap,1,Nej,Ja,Ja,"Placering Nexø parkeringsplads
National cykelrute 10
Åbningsperiode: Åbent",Bornholm,FindToilet
421,Torvet 15,Nexø,3730.0,55.063603,15.131327,Handicap,1,Nej,Ja,Ja,"Placering: P-plads ved torvet.
Åbningsperiode: hele året.
Åbningstider: Dørlås med ur. Fra 1. maj til 1 okt. kl. 7:00 - 22:00.
1. okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
692,Vestermarievej 36C,Rønne,3700.0,55.10643,14.822759,Handicap,1,Nej,Ja,Ja,"Placering:Vestermarie by
Regional cykelrute 22
Åbningsperiode: Åbent",Bornholm,FindToilet
429,Vigehavnen 1,Svaneke,3740.0,55.1388,15.139517,Handicap,1,Nej,Nej,Ja,"Placering: Vigehavn, Svaneke.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
710,Vinkelvej 17,Gudhjem,3760.0,55.164095,14.964837,Handicap,1,Nej,Ja,Ja,"Placering Østerlars
Regional cykelrute 25
Åbningsperiode:  Åbent",Bornholm,FindToilet
720,Østre Sømarksvej 10c,Åkirkeby,3720.0,55.009916,14.99184,Handicap,1,Nej,Ja,Ja,"Placering: Pedersker
National cykelrute 10
Åbningsperiode:  Åbent",Bornholm,FindToilet
467,Østre Sømarksvej 31B,Åkirkeby,3720.0,55.000351,14.989268,Handicap,1,Nej,Ja,Ja,"Placering: Bakkerne bådehavn.
Åbningsperiode: lukket fra 1. nov. -31. april.",Bornholm,FindToilet
396,Åkirkebyvej 192B,Rønne,3700.0,55.084252,14.748731,Handicap,1,Nej,Nej,Ja,"Placering: Rasteplads ved Robbedale.
Åbningsperiode: hele året.",Bornholm,FindToilet
422,Aarsdalevej 24,Nexø,3730.0,55.094849,15.149261,Handicap,1,Nej,Ja,Ja,"Placering: Rasteplads ved Bavnet, Nørremark.
Åbningsperiode: hele året.",Bornholm,FindToilet
472,Boderne 4,Åkirkeby,3720.0,55.023133,14.90447,Unisex,0,Nej,Ja,Ja,"Placering: Boderne Havn.
Åbningsperiode: lukket fra 1. nov. -31. april.",Bornholm,FindToilet
473,Boderne 6B,Åkirkeby,3720.0,55.023219,14.907712,Unisex,0,Nej,Nej,Ja,"Placering: P-plads ved Boderne.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
417,Bækken 2B,Gudhjem,3760.0,55.201799,14.981484,Unisex,0,Nej,Nej,Ja,"Placering: Melsted strand.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
464,Bølshavn 19B,Svaneke,3740.0,55.154386,15.076791,Unisex,0,Nej,Nej,Ja,"Placering: Bølshavn Havn.
Åbningsperiode: lukket fra 1. nov. - 31. april.",Bornholm,FindToilet
462,Dammegårdsvej 3,Klemensker,3782.0,55.188255,14.832264,Unisex,0,Nej,Nej,Nej,"Placering P-plads ved Dammegårdsvej, Kleven.",Bornholm,FindToilet
403,Fælledvej 65,Hasle,3790.0,55.171805,14.715183,Unisex,0,Nej,Nej,Nej,Placering: Shelterplads i Hasle lystskov. (tørkloset) ca. 200 m. fra Fælledvej.,Bornholm,FindToilet
1002,Galøkken strand,Rønne,3700.0,55.088809,14.700378,Unisex,0,Nej,Ja,Ja,"Placering: Ved Galøkken strand
Åbningsperiode: Åbent",Bornholm,FindToilet
471,Gedebakkevej 8,Åkirkeby,3720.0,55.005186,14.962008,Unisex,0,Nej,Nej,Ja,"Placering: P-plads ved Gedebakke Odde.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
414,Gråmyrvej 11,Gudhjem,3760.0,55.208258,14.968086,Unisex,0,Nej,Nej,Ja,"Placering: WC-kabine ved Holkadalen.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
480,Havnegade 38B,Allinge,3770.0,55.280977,14.797003,Unisex,0,Nej,Nej,Nej,Placering: Kampeløkkehavn.,Bornholm,FindToilet
435,Havnen 23,Hasle,3790.0,55.18732,14.704558,Unisex,0,Nej,Nej,Ja,"Placering: Hasle Havn, servicebygning. Ved siden af Hasle Havnegrill.
Åbningsperiode: hele året.",Bornholm,FindToilet
434,Havnen 7,Hasle,3790.0,55.184491,14.703062,Unisex,0,Nej,Nej,Ja,"Placering: Hasle havn ved havnekajen, på modsatte side af siloen.
Åbningsperiode: hele året.",Bornholm,FindToilet
420,"Havvej, Sorthat",Rønne,3700.0,55.147502,14.706112,Unisex,0,Nej,Nej,Nej,"Placering: Tørkloset, P-plads ved Havvej.
Åbningsperiode: hele året.",Bornholm,FindToilet
415,Helligdomsvej,Gudhjem,3770.0,55.208487,14.971114,Unisex,0,Nej,Ja,Ja,"Placering: P-plads ved tankstation F24.
Åbningsperiode: hele året.",Bornholm,FindToilet
410,Helligdomsvej 16,Gudhjem,3760.0,55.222681,14.897812,Unisex,0,Nej,Nej,Ja,"Placering: Rasteplads ved Bornholmerpladsen i Rø.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
449,"Hovedgade 12, Snogebæk",Nexø,3730.0,55.026101,15.11858,Unisex,0,Nej,Nej,Ja,Placering: ved Folkets Hus i Snogebæk.,Bornholm,FindToilet
478,"Jernbanevej 2, Lobbæk",Åkirkeby,3720.0,55.075278,14.834421,Unisex,0,Nej,Nej,Ja,"Placering: I forbindelse med Lobbæk Medborgerhus.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
428,Levkavej 6B,Hasle,3790.0,55.160482,14.705974,Unisex,0,Nej,Nej,Nej,"Placering: Tørkloset, P-plads ved Levkavej.
Åbningsperiode: hele året.",Bornholm,FindToilet
454,Løsebækgade 13,Allinge,3770.0,55.272439,14.806483,Unisex,0,Nej,Nej,Ja,"Placering: ved Næs Badestrand.
Åbningsperiode: lukket fra 1. nov. - 31. april.",Bornholm,FindToilet
444,"Mor Markers Gænge 4, Listed",Svaneke,3740.0,55.146848,15.106134,Unisex,0,Nej,Nej,Ja,"Placering: Høl strand, Listed.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
463,Otto Bruuns Plads 1,Gudhjem,3760.0,55.223256,14.893059,Unisex,0,Nej,Ved ikke,Ja,Placering: Ved Bornholms Kunstmuseum.,Bornholm,FindToilet
425,Pedersker Hovedgade 38,Åkirkeby,3720.0,55.029615,14.992559,Unisex,0,Nej,Nej,Ja,"Placering: Pedersker By ved busstoppested.
Åbningsperiode: hele året.",Bornholm,FindToilet
430,Peter F. Heerings Gade 3,Svaneke,3740.0,55.136791,15.144753,Unisex,0,Nej,Nej,Ja,"Placering: Svaneke Havn.
Åbningsperiode: hele året.",Bornholm,FindToilet
481,Randkløvevej 26,Østermarie,3751.0,55.165434,15.037121,Unisex,0,Nej,Nej,Nej,"Placering: Tørkloset ved P-plads til Randkløve Skår.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
439,Ringedalsvej 12A,Hasle,3790.0,55.242488,14.736544,Unisex,0,Nej,Nej,Nej,Placering: Tørkloset ved Ringebakkerne.,Bornholm,FindToilet
451,Rønnevej 2A,Åkirkeby,3720.0,55.072563,14.913305,Unisex,0,Nej,Ja,Ja,"Placering: Busterminalen.
Åbningsperiode: hele året.
Åbningstider: Dørlås med ur. Fra 1. maj til 1. okt. kl. 7:00 - 22:00.
1. okt. til 1. maj kl. 7:00 - 19:00.",Bornholm,FindToilet
405,Sandlinien 28,Allinge,3770.0,55.289918,14.776513,Unisex,0,Nej,Ja,Ja,"Placering: Sandvig strand.
Åbningsperiode: hele året.",Bornholm,FindToilet
447,"Sandstien 7, Balka",Nexø,3730.0,55.03533,15.108883,Unisex,0,Nej,Ja,Ja,"Placering: Balka strand.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
432,Skovgade 36,Svaneke,3740.0,55.131354,15.151809,Unisex,0,Nej,Nej,Ja,"Placering: Hullehavn, ved 'Syd-Øst for Paradis'.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
466,"Skrokkegårdsvejen 14, Dueodde",Nexø,3730.0,54.995435,15.086755,Unisex,0,Nej,Nej,Ja,"Placering: for enden af P-plads ved Dueodde vandrehjem.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
442,"Strandpromenaden 20B, Sandvig",Allinge,3770.0,55.288728,14.782668,Unisex,0,Nej,Ved ikke,Ja,"Placering: Sandvig Havn.
Åbningsperiode: hele året.",Bornholm,FindToilet
406,Strandvejen 2B,Allinge,3770.0,55.28313,14.794199,Unisex,0,Nej,Nej,Ja,"Placering: ved Danchels Løkke.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
459,Sverigesvej 4,Allinge,3770.0,55.279363,14.800169,Unisex,0,Nej,Nej,Ja,"Placering: Allinge Havn.
Åbningsperiode: fra uge 19 til 37.",Bornholm,FindToilet
448,Toldbodgade 2,Nexø,3730.0,55.062568,15.133317,Unisex,0,Nej,Nej,Ja,"Placering: ved Nexø Havnegrill. Toiletterne er under jorden.
Åbningsperiode: fra uge 21 til 42.",Bornholm,FindToilet
468,"Udegårdsvejen 20, Dueodde",Nexø,3730.0,54.995596,15.037821,Unisex,0,Nej,Nej,Ved ikke,"Placering: tørkloset, P-plads tæt ved stranden.
Åbningsperiode: fra uge 23 til 35.",Bornholm,FindToilet
404,v/ Sandlinien 3,Allinge,3770.0,55.288695,14.775937,Unisex,0,Nej,Nej,Ja,"Placering: P-plads ved Sandvig Familiecamping.
Åbningsperiode: fra uge 23 til 35.",Bornholm,FindToilet
440,Vang 133,Hasle,3790.0,55.248931,14.736896,Unisex,0,Nej,Nej,Ja,"Placering: Vang Havn.
Åbningsperiode: hele året.",Bornholm,FindToilet
465,Ypnasted 15B,Østermarie,3751.0,55.161447,15.058131,Unisex,0,Nej,Nej,Nej,"Placering: Ypnasted P-plads.
Åbningsperiode: hele året.",Bornholm,FindToilet
469,Ædjavejen 22B,Åkirkeby,3720.0,55.001072,14.98525,Unisex,0,Nej,Nej,Ja,"Placering: P-plads ved Ædjavejen, Østre Sømark.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
747,Ølenevej,Åkirkeby,3720.0,55.089809,15.002164,Unisex,0,Nej,Nej,Nej,"Placering: Pedersker Jagthus, vejkrydset Ølenevej, Fårebakkevej og Jagtsporet.
Åbningsperiode:  Åbent",Bornholm,FindToilet
470,"Ølenevej 47, Pedersker",Åkirkeby,3720.0,55.047354,14.993774,Unisex,0,Nej,Nej,Ja,"Placering: I forlængelse med Smålyngsværket
Åbningsperiode: lukket fra 1. nov. -31. april.",Bornholm,FindToilet
479,"Ørningevej 4, Vestermarie",Rønne,3700.0,55.113932,14.857002,Unisex,0,Nej,Nej,Ja,"Placering: I forlængelse med skydehus i Vestermarie plantage.
Åbningsperiode: fra uge 14 til 42.",Bornholm,FindToilet
964,Allegade 2,Helsingør,3000.0,56.038386,12.615502,Handicap,1,Nej,Ja,Ja,"Placering: gå til højre ved indgangen toiletter findes nede i kælderen.
Mandag      08:00 — 19:00
Tirsdag      08:00 — 19:00
Onsdag      08:00 — 19:00
Torsdag     08:00 — 19:00
Fredag	 08:00 — 19:00
Lørdag	10:00 — 17:00
Søndag	11:00 — 17:00",Helsingør,FindToilet
958,Havnepladsen 1,Helsingør,3000.0,56.033914,12.614258,Handicap,1,Nej,Ja,Ja,,Helsingør,FindToilet
963,Havnevej 24C,Hornbæk,3100.0,56.092806,12.457399,Handicap,1,Nej,Nej,Ja,"Toiletterne findes bag kiosken.
Åbningstider: 07-22:00",Helsingør,FindToilet
961,Kystvej 24,Hornbæk,3100.0,56.09188,12.447428,Handicap,1,Nej,Nej,Ja,"Toilettet er lukket i perioden fra 16. september til 30. april
Åbningstider: 24/7",Helsingør,FindToilet
960,Nordre strandvej 148A,Ålsgårde,3140.0,56.075906,12.546931,Handicap,1,Nej,Nej,Ja,Åbningstider: 07-22:00,Helsingør,FindToilet
962,Nordre Strandvej 300,Hornbæk,3100.0,56.092299,12.463954,Handicap,1,Nej,Nej,Ja,"Toilettet er Lukket i perioden 16. september til 30. april
Åbningstider: 24/7",Helsingør,FindToilet
959,Stjernegade 21,Helsingør,3000.0,56.035683,12.609783,Handicap,1,Nej,Nej,Ja,Åbningstider: 07:00-22:00,Helsingør,FindToilet
956,Strandpromenaden 8,Helsingør,3000.0,56.041329,12.611687,Handicap,1,Nej,Nej,Ja,Åbningstider: 07-22:00,Helsingør,FindToilet
953,Gammel Strandvej 215D,Espergærde,3060.0,55.980492,12.549627,Unisex,0,Nej,Ja,Ja,Toilettet er lukket i perioden 16. september til 30. april. normale åbningstider er fra 7:00-22:00,Helsingør,FindToilet
954,Strandvejen 167,Espergærde,3060.0,55.991903,12.560657,Unisex,0,Nej,Nej,Ja,Toilettet er åbent perioden 1. maj til 14. september. det er åbent fra 7:00-22:00,Helsingør,FindToilet
957,Strandvejen 71E,Snekkersten,3070.0,56.00828,12.587236,Unisex,0,Nej,Nej,Ja,"Toilettet er lukket i perioden 16. september til 30. april.
Åbningstider: 24/7",Helsingør,FindToilet
955,Strandvejen 89x,Snekkersten,3070.0,56.004348,12.577854,Unisex,0,Nej,Nej,Ja,"toilettet er lukket i perioden fra 16. september til 30. april
Åbningstider: 24/7",Helsingør,FindToilet
1064,Vester Søgade 2A,København V,1601.0,55.674774,12.559012,ChangingPlace,1,Nej,Ja,Ja,"Placering: På Vester Søgade lige overfor Planetariet ligger en toiletbygning, som indeholder er særligt handicaptoilet forbeholdt borgere med bevægelseshandicap. Toilettet henstår aflåst, og man skal være i besiddelse af en Europa-nøgle for at kunne låse døren op. Har man ikke en nøgle kan man ansøge om en nøgle ved at henvende sig til Danske Handicaporganisationer, Brugerservice, som administrerer Europanøglen i Danmark. 
Toilettet er opvarmet og indeholder toilet- og brusefaciliteter. Det er indrettet med heldækkende loftslift til personflytning (man skal selv medbringe sejl, sele o.l.), højdejusterbar omklædnings/bruseleje og ligeledes højdejusterbar håndvask og toilet. Toilettet har egen indgang og er et unisex toilet. 
Åbningstider: Døgnåbent. Helårsåbent.
Fotos er leveret af https://godadgang.dk/faktaark/toilet-paa-vester-soegade-17372, hvor der også findes yderligere oplysninger.",København,FindToilet
183,Amager Strandvej 11,København S,2300.0,55.666373,12.632197,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Placering: Park, Amager Strand, Søstjernen
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
359,Absalonsgade 12,København V,1658.0,55.670445,12.554053,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Placering: Bemandet legeplads Skydebanehaven
Åbningstider:
mandag: Ca. 9.00 - 21.00 (19.00 om vinteren)
tirsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
onsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
torsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
fredag: Ca. 9.00 - 21.00 (19.00 om vinteren)
loerdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
soendag: Ca. 9.00 - 21.00 (19.00 om vinteren)
doegnaabent: Nej
bemaerkning: Sommersæson (maj til september) mandag-fredag kl. 9-18 og om lørdagen 10-17. I vintersæsonen (oktober-april) mandag til fredag kl. 9-17.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
339,Amager Strand Promenaden 255,København S,2300.0,55.65453,12.64934,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Placering: Amager Strandpark, Strandpromenaden nord
Åbningstider:
helaarsaabent: Ja
doegnaabent: Nej
Højsæson: 1. maj til 30. sep. Kl 8.00 til 22.00 alle ugens dage. Fra 1. juni til 31 august kl. 8.00 til 24.00 fredag, lørdag og søndag. Lavsæson: 1. okt til 30. april. Kl. 8.00 til 18.00 alle dage. Her er kun handicaptoilettet åbent. Handicaptoilet er helårsåbent.
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
182,Amager Strandvej 244,København S,2300.0,55.648955,12.638736,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Placering: Park, Amager Strandvej, Kastrup Fort
Åbningstider:
Åbent fra 1. april til 30. september
9.00 til 21:00 (19.00 om vinteren)
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
62,Amagerbrogade 185,København S,2300.0,55.651841,12.612123,Handicap,1,Nej,Ja,Ja,"Placering: Gade, Sundbyøster Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
198,Baldersgade 60,København N,2200.0,55.70131,12.548328,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Gade, Balders Plads
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
209,Bispebjerg Bakke 12,København NV,2400.0,55.709717,12.542855,Handicap,1,Nej,Ved ikke,Ved ikke,"Placering: Park, Lersøparken
Åbningstider:
Åbent fra 1. april til 30. september
Ca. 9.00 til 21:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
384,Blågårds Plads 11,København N,2200.0,55.686436,12.556422,Handicap,1,Nej,Ved ikke,Ja,"Placering: Gade, Blågårds Plads
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
298,Borgergade 1F,København K,1300.0,55.682099,12.583712,Handicap,1,Nej,Ja,Ja,"Placering: Gade, Borgergade
Åbningstider:
Helårsåbent: ja
Døgnåbent: Ja
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
345,Brønshøj Kirkevej 8,Brønshøj,2700.0,55.705752,12.498597,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Placering: Brønshøj Kirkegård https://www.kk.dk/artikel/br%C3%B8nsh%C3%B8j-kirkeg%C3%A5rd-en-landsbyki...
Åbningstider:
mandag: 7.00 - 22.00 / 7.00 - 19.00
tirsdag: 7.00 - 22.00 / 7.00 - 19.00
onsdag: 7.00 - 22.00 / 7.00 - 19.00
torsdag: 7.00 - 22.00 / 7.00 - 19.00
fredag: 7.00 - 22.00 / 7.00 - 19.00
loerdag: 7.00 - 22.00 / 7.00 - 19.00
soendag: 7.00 - 22.00 / 7.00 - 19.00
doegnaabent: Nej
bemaerkning: Vinterhalvåret (oktober-marts) 07:00-19:00 Sommerhalvåret (april-september) 07:00-22:00
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
174,Christianshavns Voldgade 36,København K,1424.0,55.670008,12.59264,Handicap,1,Ved ikke,Ved ikke,Ved ikke,"Placering: Bemandet legeplads Christianshavns Vold, Elefantens bastion
Åbningstider:
mandag: Ca. 9.00 - 21.00 (19.00 om vinteren)
tirsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
onsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
torsdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
fredag: Ca. 9.00 - 21.00 (19.00 om vinteren)
loerdag: Ca. 9.00 - 21.00 (19.00 om vinteren)
soendag: Ca. 9.00 - 21.00 (19.00 om vinteren)
doegnaabent: Nej
Ændrede åbningstider Jul, Nytår, Corona m.m.: https://www.kk.dk/toiletter/",København,FindToilet
